SMILES,HOMO,LUMO,Gap
[H][C]([H])([H])[C]([H])([H])[C]#[N],-0.32129982839286436,0.03399998421637709,0.35529981041881226
[H][N]([H])[C]([H])([H])[C]#[N],-0.2682998533188691,0.017299991099192048,0.28549983927832034
[H][C]#[C][C]([H])([H])[O][H],-0.2594998653926662,0.027699985691440845,0.2871998576553946
[H][O][C]([H])([H])[C]#[N],-0.3017998567403405,0.002199998898176268,0.30389982996350234
[H][C](=[O])[C]([H])([H])[C]([H])([H])[H],-0.24999986886864245,-0.02049999019349409,0.22949986991343163
[H][C](=[O])[N]([H])[C]([H])([H])[H],-0.2515998634873278,0.03349998370760873,0.28509986690879924
[H][C](=[O])[O][C]([H])([H])[H],-0.28139984649665156,0.007399995920497015,0.2887998522740799
[H][O][C]([H])([H])[C]([H])=[O],-0.25369985423392316,-0.03409998168961574,0.21959988349645335
[H][C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H],-0.31699982314128483,0.09369995427955079,0.4106997949442691
[H][O][C]([H])([H])[C]([H])([H])[C]([H])([H])[H],-0.2618998748441277,0.08099995975643964,0.342899843362284
[H][C]([H])([H])[O][C]([H])([H])[C]([H])([H])[H],-0.25029985252664166,0.09249994955382003,0.34279981960389516
[H][O][C]([H])([H])[C]([H])([H])[O][H],-0.2593998766811443,0.05839997005463347,0.31789982668558286
[H][C]([H])([H])[C]1([H])[C]([H])([H])[C]1([H])[H],-0.27269986480540404,0.10119994876850102,0.37379982486238317
[H][C]([H])([H])[C@]1([H])[O][C]1([H])[H],-0.26329985699290226,0.10519994407693117,0.36849979230811664
[H][C]([H])([H])[N]1[C]([H])([H])[C]1([H])[H],-0.2303998734577297,0.09679994604368286,0.3270998395516074
[H][O][C]1([H])[C]([H])([H])[C]1([H])[H],-0.23899986643745533,0.07749996057591951,0.31659983324833024
[H][C]1([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],-0.2981998425631482,0.09559995007966883,0.3937997751193835
[H][C]1([H])[O][C]([H])([H])[C]1([H])[H],-0.2423998856681703,0.08589995860916784,0.32829984427733816
[H][O][N]=[C]([C]([H])([H])[H])[C]([H])([H])[H],-0.2391998789073661,0.01919999018495387,0.2583998493784573
[H][c]1[c]([H])[c]([H])[n]([H])[c]1[H],-0.20289989366491207,0.04989997454814649,0.25279985068962507
[H][c]1[n][c]([H])[n]([H])[c]1[H],-0.22529988842024096,0.03319998252617604,0.2584998731368462
[H][c]1[o][c]([H])[c]([H])[c]1[H],-0.2245998798224202,0.019899990021057898,0.24449987641476564
[H][c]1[n][c]([H])[c]([H])[o]1,-0.25089987241294054,0.0009999995116166495,0.251899847145327
[H][C]([H])([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-0.31449982497830137,0.07369996897568343,0.3881998114774182
[H][O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-0.2600998677555315,0.06639996505235209,0.326499837188742
[H][C]#[C][C](=[O])[C]([H])([H])[H],-0.26539984773949754,-0.057499970891193776,0.2078998899908789
[H][C]([H])([H])[C](=[O])[C]#[N],-0.30069984072613165,-0.08889995290006124,0.2117998878260704
[H][C]#[C][C](=[O])[N]([H])[H],-0.26289984957651413,-0.027699985691440845,0.23519987483721924
[H][C](=[O])[C](=[O])[C]([H])([H])[H],-0.253799877992312,-0.09639994738901152,0.15739991307986703
[H][C](=[O])[C](=[O])[N]([H])[H],-0.25329988186440205,-0.0762999646119055,0.17699990849077982
[H][C]#[C][C]([H])([C]([H])([H])[H])[C]([H])([H])[H],-0.2588998455063673,0.05709997223652244,0.3159998659323318
[H][C]([H])([H])[C]([H])([C]#[N])[C]([H])([H])[H],-0.31799981539710476,0.03649998018893133,0.3544997955860361
[H][N]([H])[C@@]([H])([C]#[N])[C]([H])([H])[H],-0.27039984406546436,0.02779998535510868,0.29829983127467014
[H][C]#[C][C@]([H])([O][H])[C]([H])([H])[H],-0.26649986375370643,0.03359998118084738,0.30009983836326626
[H][O][C@@]([H])([C]#[N])[C]([H])([H])[H],-0.3050998346892331,0.011499994178238755,0.31659983324833024
[H][C](=[O])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],-0.24689988586622716,-0.018799989339853346,0.22809988776465706
[H][O][C@@]([H])([C]([H])=[O])[C]([H])([H])[H],-0.2549998651946093,-0.027899985018776514,0.2270998779854036
[H][C](=[O])[N]([C]([H])([H])[H])[C]([H])([H])[H],-0.2423998856681703,0.03269998201740769,0.27509985673343207
[H][O][C]([H])([H])[C](=[O])[C]([H])([H])[H],-0.26989984793755445,-0.026199986355564957,0.24369986158198947
[H][C]([H])([H])[C](=[O])[C]([H])([H])[C]([H])([H])[H],-0.2422998794332149,-0.007199996045554051,0.23509988612569735
[H][N]([H])[C](=[O])[C]([H])([H])[C]([H])([H])[H],-0.24379986781694485,0.035499983552252985,0.2792998557500562
[H][N]([C](=[O])[C]([H])([H])[H])[C]([H])([H])[H],-0.24179986578187143,0.03869997717048206,0.2804998429523535
[H][N]([H])[C](=[O])[N]([H])[C]([H])([H])[H],-0.24359987287046755,0.059899967200080166,0.30339985135902586
[H]/[N]=[C](/[O][C]([H])([H])[H])[C]([H])([H])[H],-0.2594998653926662,0.035199982370820296,0.2947998759027337
[H][C]([H])([H])[O][C](=[O])[C]([H])([H])[H],-0.2684998657887799,0.017399990762859883,0.2858998466947084
[H][N]([H])[C](=[O])[O][C]([H])([H])[H],-0.2668998711700945,0.057499970891193776,0.32439982891871316
[H][O][C]([H])([H])[C](=[O])[N]([H])[H],-0.2459998823219291,0.027299984846340324,0.2732998496448359
[H][O][C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],-0.26289984957651413,0.07889996024812757,0.3417998273480752
[H][O][C]([H])([H])[C@]([H])([O][H])[C]([H])([H])[H],-0.25969986033914344,0.06309996958002599,0.32279983430002784
[H][C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],-0.30849983639651457,0.08499995506486976,0.39339982027329595
[H][O][C@]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H],-0.2616998623742169,0.07329995717843697,0.3349998239335123
[H][C]([H])([H])[O][C]([H])([C]([H])([H])[H])[C]([H])([H])[H],-0.24759987694061444,0.08599995608240649,0.3335998417847377
[H][C]([H])([H])[C]1([C]([H])([H])[H])[C]([H])([H])[C]1([H])[H],-0.26329985699290226,0.08929995155473258,0.35259983483278506
[H][C]([H])([H])[C]1([C]([H])([H])[H])[O][C]1([H])[H],-0.25959987162762155,0.09099995240837333,0.3504997915158892
[H][O][C]1([C]([H])([H])[H])[C]([H])([H])[C]1([H])[H],-0.24939986650577708,0.07759995804915816,0.32699981579321846
[H]/[N]=[C]1\[O][C]([H])([H])[C]1([H])[H],-0.26299987333490304,0.027699985691440845,0.2906998305507645
[H][C]1([H])[C](=[O])[C]([H])([H])[C]1([H])[H],-0.24149988212387224,-0.01939998951228954,0.22219988789439216
[H][N]1[C](=[O])[C]([H])([H])[C]1([H])[H],-0.24999986886864245,0.03799997733437803,0.28799983744130375
[H][C]1([H])[O][C](=[O])[C]1([H])[H],-0.2787998596221462,0.008899995256372906,0.28779986001825997
[H][N]1[C]([H])([H])[C](=[O])[C]1([H])[H],-0.24369986158198947,-0.02579998770089362,0.2178998826428126
[H][C]1([H])[O][C]([H])([H])[C]1=[O],-0.2646998566651103,-0.035199982370820296,0.22949986991343163
[H][C]([H])([H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],-0.2895998671068561,0.09269994450029731,0.3822997765602864
[H][C]1([H])[O][C@@]([H])([C]([H])([H])[H])[C]1([H])[H],-0.24099986847252874,0.09149994853628332,0.33249982577052883
[H][C]([H])([H])[C]1([H])[C]([H])([H])[O][C]1([H])[H],-0.24189987201682683,0.08139995841111096,0.3232998479513713
[H][O][C]1([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],-0.2559998749738628,0.08009995621214157,0.3360998399477211
[H][O][C]1([H])[C]([H])([H])[O][C]1([H])[H],-0.24649987844983906,0.060399972089706905,0.30689984177782925
[H][C]([H])([H])[C@@]1([H])[C]([H])([H])[C@@]1([H])[C]([H])([H])[H],-0.2631998682813803,0.09399994669926673,0.3572998299773192
[H][O][C@]1([H])[C]([H])([H])[C@]1([H])[C]([H])([H])[H],-0.2517998759572386,0.08219995572045366,0.33399983167769226
[H][C]([H])([H])[N]1[C]([H])([H])[C@]1([H])[C]([H])([H])[H],-0.21989988467788602,0.09309995191668541,0.31299981907113794
[H][C]([H])([H])[C@]1([H])[O][C@]1([H])[C]([H])([H])[H],-0.2572998508876819,0.09839994942408493,0.3556998003117668
[H][O][C@@]1([H])[C]([H])([H])[C@@]1([H])[O][H],-0.23689987569086,0.06419996368994299,0.30109983061908624
[H][C]#[C][C]([H])([H])[C]#[C][H],-0.26329985699290226,0.03449998034428708,0.2977998526701936
[H][C]#[C][C]([H])([H])[C]#[N],-0.29109983796715255,0.011099994428352822,0.3021998466332951
[H][C]([H])([C]#[N])[C]#[N],-0.3493998455954144,-0.015099993022426724,0.33439982157064685
[H][C]#[C][C]([H])([H])[C]([H])=[O],-0.25829987819036887,-0.033699983034944404,0.22449989111089827
[H][C](=[O])[C]([H])([H])[C]#[N],-0.2867998502390065,-0.05679997105508975,0.2299998835647751
[H]/[N]=[C](\[H])[N]([H])[C]([H])=[O],-0.2490998653243444,-0.021599988684269454,0.2275998741133136
[H]/[N]=[C](\[H])[O][C]([H])=[O],-0.2933998411836587,-0.029799983009323742,0.2635998581743349
[H][C](=[O])[N]([H])[C]([H])=[O],-0.2607998588299188,-0.041599978368995184,0.21909988736854336
[H][C]#[C][C]#[C][C]([H])([H])[H],-0.2419998782517822,-0.008499996054094272,0.2334998739835785
[H][C]([H])([H])[C]#[C][C]#[N],-0.28709983389700566,-0.03769998053380371,0.24939986650577708
[H][C](=[O])[C]#[C][C]([H])([H])[H],-0.2641998605372003,-0.05919996736397615,0.2050998906464628
[H][O][C]([H])([H])[C]#[C][C]([H])([H])[H],-0.24209986696330413,0.03679998137036402,0.27889984833366815
[H][C]([H])([H])[C]#[C][C]([H])([H])[C]([H])([H])[H],-0.24009986492823068,0.06309996958002599,0.30329982760063695
[H]/[C](=[N]\[C]([H])([H])[H])[O][C]([H])([H])[H],-0.2480998730685244,0.02509998786478959,0.273199860933314
[H][C]#[C][C]([H])([H])[C]([H])([H])[C]([H])([H])[H],-0.2585998618483681,0.05829996820053645,0.3168998344297629
[H][C]([H])([H])[C]([H])([H])[C]([H])([H])[C]#[N],-0.31849982904844826,0.03649998018893133,0.35499980923737956
[H][N]([C]([H])([H])[H])[C]([H])([H])[C]#[N],-0.248999859089389,0.020799989184497592,0.2697998592260325
[H][C]#[C][C]([H])([H])[O][C]([H])([H])[H],-0.25649987110177275,0.032399983026404185,0.2888998409856018
[H][C]([H])([H])[O][C]([H])([H])[C]#[N],-0.2858998466947084,0.007999996092933212,0.29389985483500214
[H][C]#[C][C]([H])([H])[C]([H])([H])[O][H],-0.26239987097203765,0.05489997087411334,0.3173998480811064
[H][O][C]([H])([H])[C]([H])([H])[C]#[N],-0.2913998391485852,0.03229998117230716,0.3236998378443259
[H][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H],-0.24869985790795632,-0.019499989175957372,0.22919988625543242
[H][C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[H],-0.24989986263368708,0.03349998370760873,0.283399848531725
[H][C](=[O])[O][C]([H])([H])[C]([H])([H])[H],-0.27779984984289274,0.009099995678923167,0.2867998502390065
[H][C](=[O])[C]([H])([H])[O][C]([H])([H])[H],-0.25769985830407,-0.028199986200209207,0.22949986991343163
[H][O][C]([H])([H])[C]([H])([H])[C]([H])=[O],-0.25359986552240127,-0.028499985191212707,0.22499986971537478
[H][C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H],-0.31049982090815453,0.09249994955382003,0.40299978798540803
[H][O][C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H],-0.26149986742773956,0.08129995217615557,0.34279981960389516
[H][C]([H])([H])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[H],-0.24999986886864245,0.09259995578877543,0.3425998071339844
[H][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[C]([H])([H])[H],-0.24829986801500173,0.09309995191668541,0.34139980240825357
[H][O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[H],-0.2609998712998296,0.08209994948549826,0.3430998207853279
[H][O][C]([H])([H])[C]([H])([H])[C]([H])([H])[O][H],-0.2606998525949634,0.07789995923059084,0.33859983811070443
[H][C]#[C][C]1([H])[C]([H])([H])[C]1([H])[H],-0.2424998743796922,0.05029997320281783,0.2927998563442268
[H][C]#[C][C@]1([H])[N]([H])[C]1([H])[H],-0.2421998731982595,0.03219998369906851,0.2743998481356113
[H][C]#[C][C@]1([H])[O][C]1([H])[H],-0.26499984032310947,0.01889998900352118,0.28389984465963497
[H][C]1([H])[C]([H])([H])[C]1([H])[C]#[N],-0.293099840002226,0.028899983845884047,0.32199981946725165
[H][N]1[C]([H])([H])[C@]1([H])[C]#[N],-0.2774998661848936,0.007599996343047278,0.28509986690879924
[H][C]1([H])[O][C@@]1([H])[C]#[N],-0.3076998566106054,-0.007199996045554051,0.30039983954469895
[H][C](=[O])[C]1([H])[C]([H])([H])[C]1([H])[H],-0.24859986919643443,-0.01569999100443373,0.2328998716207131
[H][C](=[O])[C@]1([H])[N]([H])[C]1([H])[H],-0.26389987687920113,-0.03809997918847505,0.22579986702471744
[H][C](=[O])[C@]1([H])[O][C]1([H])[H],-0.2635998581743349,-0.041799977696330856,0.22169987424304868
[H][C](=[O])[N]1[C]([H])([H])[C]1([H])[H],-0.2554998613225193,-0.0012999993240310973,0.25419988540870014
[H][C]([H])([H])[C]([H])([H])[C]1([H])[C]([H])([H])[C]1([H])[H],-0.27229985738901596,0.09859994437056223,0.37089980175957815
[H][C]([H])([H])[C]([H])([H])[C@]1([H])[O][C]1([H])[H],-0.26229988226051576,0.0975999433530255,0.35989981685182454
[H][C]([H])([H])[C]([H])([H])[N]1[C]([H])([H])[C]1([H])[H],-0.2298998773298197,0.09499994771680345,0.32489984257005666
[H][C]([H])([H])[O][C]1([H])[C]([H])([H])[C]1([H])[H],-0.24399988028685565,0.09549995260643018,0.3394998416550026
[H][O][C]([H])([H])[C]1([H])[C]([H])([H])[C]1([H])[H],-0.2600998677555315,0.07899996648308297,0.33899979295679206
[H][O][C]([H])([H])[C@]1([H])[N]([H])[C]1([H])[H],-0.24359987287046755,0.06769996287046312,0.3112998357409307
[H][O][C]([H])([H])[C@]1([H])[O][C]1([H])[H],-0.2640998543022449,0.07769995552239681,0.3417998273480752
[H][C]1=[C]([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],-0.2334998739835785,0.03249998269007202,0.26609985633731836
[H][C]1=[N][C]([H])([H])[C]([H])([H])[O]1,-0.24789986059861363,0.024099986847252876,0.2719998737310167
[H][C]1=[C]([H])[C]([H])([H])[O][C]1([H])[H],-0.2302998672227743,0.018799989339853346,0.2490998653243444
[H][C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],-0.3077998453221273,0.08439995270200439,0.3921997805006982
[H][C]1([H])[O][C]([H])([H])[C]([H])([H])[C]1([H])[H],-0.24789986059861363,0.08249995690188634,0.33039981750049996
[H][C]1([H])[O][C]([H])([H])[C]([H])([H])[O]1,-0.25719986217616003,0.08649995221031646,0.34369982314819325
[H][C]1([H])[C]([H])([H])[C@]2([H])[C]([H])([H])[C@]12[H],-0.251899847145327,0.09869995060551763,0.35059981527427814
[H][C]1([H])[O][C@@]2([H])[C]([H])([H])[C@@]12[H],-0.23369988645348932,0.08529995624630246,0.31899984269979176
[H][C]1([H])[C]([H])([H])[C@@]2([H])[O][C@@]12[H],-0.2516998872457167,0.09509995395175883,0.34679982367404205
[H][c]1[n][n]([H])[c]([H])[c]1[H],-0.24379986781694485,0.023899987519917208,0.2676998509560037
[H][c]1[n][n][n]([H])[c]1[H],-0.2640998543022449,-0.0022999988356477504,0.2617998510857388
[H][c]1[n][c]([H])[n]([H])[n]1,-0.2704998678238533,0.005899997132228426,0.2763998501706847
[H][c]1[n][n][c]([H])[n]1[H],-0.2550998714295647,0.016399991935752353,0.27149984255623977
[H][c]1[n][n]([H])[n][c]1[H],-0.274199853189134,-0.005499996834735195,0.26869986073525715
[H][c]1[n][o][c]([H])[c]1[H],-0.2676998509560037,-0.013799993013886507,0.253799877992312
[H][c]1[n][n][o][c]1[H],-0.28619983035270763,-0.04399997467788159,0.2421998731982595
[H][c]1[n][o][c]([H])[n]1,-0.3053998709175328,-0.03349998370760873,0.27189984997262784
[H][c]1[n][n][c]([H])[o]1,-0.2888998409856018,-0.017799990512745816,0.27109987018671866
[H][c]1[n][n][n][o]1,-0.33099981986336535,-0.06429996554404001,0.2666998587001837
[H][c]1[n][o][n][c]1[H],-0.32129982839286436,-0.05149997354769022,0.2697998592260325
[H][c]1[n][n][o][n]1,-0.3378998470363173,-0.08149995588434965,0.2562998761552955
[n]1[n][n][o][n]1,-0.3670998101593421,-0.10729994358524325,0.25979984905066533
[H][C]#[C]/[C](=[N]/[O][H])[C]([H])([H])[H],-0.23829987536306804,-0.03149998386296449,0.20679989150010356
[H][O]/[N]=[C](\[C]([H])([H])[H])[C]([H])([H])[O][H],-0.25019986381511977,0.006599996420725156,0.25669986604825007
[H][O]/[N]=[C](\[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H],-0.23899986643745533,0.017299991099192048,0.25619985239690657
[H][O][N]=[C]1[C]([H])([H])[C]([H])([H])[C]1([H])[H],-0.24049987234461875,0.007399995920497015,0.24789986059861363
[H][O][N]=[C]1[C]([H])([H])[N]([H])[C]1([H])[H],-0.2299998835647751,0.002599998648062198,0.2325998879627139
[H][O][N]=[C]1[C]([H])([H])[O][C]1([H])[H],-0.24979987392216516,-0.004599997671295501,0.24519986748915293
[F][C]([F])([F])[F],-0.4285997719781076,0.1934999033758438,0.6220996928773849
[H][c]1[c]([H])[n]([H])[c](=[O])[n]1[H],-0.19509989799452912,0.040599981732316846,0.23569987096512923
[H][c]1[o][c](=[O])[n]([H])[c]1[H],-0.2214998792965714,0.02069998952082976,0.2421998731982595
[H][c]1[o][c](=[O])[o][c]1[H],-0.2529998631595359,0.0026999985855336805,0.25559986755747466
[H][c]1[c]([H])[c]([C]([H])([H])[H])[n]([H])[c]1[H],-0.19339989714088837,0.049599973366713804,0.2429998705076022
[H][c]1[o][c]([C]([H])([H])[H])[c]([H])[c]1[H],-0.21239989018893576,0.023899987519917208,0.2362998908514281
[H][c]1[n][c]([H])[c]([C]([H])([H])[H])[o]1,-0.2363998620395165,0.006599996420725156,0.2429998705076022
[H][c]1[n][c]([C]([H])([H])[H])[o][c]1[H],-0.23709988816077077,0.008199995967876177,0.2452998737241083
[H][c]1[c]([H])[c]([N]([H])[H])[n]([H])[c]1[H],-0.18499989910764006,0.05559997071021736,0.24059987857957416
[H][c]1[o][c]([N]([H])[H])[c]([H])[c]1[H],-0.18439991426820818,0.03969998256887715,0.2240998836945102
[H][c]1[n][c]([H])[c]([N]([H])[H])[o]1,-0.2048998956999855,0.020199989012061402,0.2250998759503302
[H][c]1[n][c]([N]([H])[H])[o][c]1[H],-0.20879989353517697,0.028399985527544875,0.23729986558381458
[H][O][c]1[c]([H])[c]([H])[c]([H])[n]1[H],-0.18139990245388127,0.06349996823469733,0.24489986630772023
[H][O][c]1[c]([H])[n][c]([H])[n]1[H],-0.2021998850670913,0.04479997636808263,0.24699985705431557
[H][O][c]1[n][c]([H])[c]([H])[n]1[H],-0.2050998906464628,0.05049997691101187,0.2554998613225193
[H][c]1[c]([C]([H])([H])[H])[c]([H])[n]([H])[c]1[H],-0.19819989852037792,0.05329997187456961,0.25149987477580593
[H][c]1[n][c]([C]([H])([H])[H])[c]([H])[n]1[H],-0.21569988566126186,0.03759997867970669,0.25329988186440205
[H][c]1[o][c]([H])[c]([C]([H])([H])[H])[c]1[H],-0.21829989005920067,0.02499998820112176,0.24339986040055678
[H][c]1[n][c]([C]([H])([H])[H])[c]([H])[o]1,-0.2394998800887988,0.007399995920497015,0.24679987963127176
[H][c]1[c]([N]([H])[H])[c]([H])[n]([H])[c]1[H],-0.1740999029114083,0.05579997003755303,0.2298998773298197
[H][c]1[n][c]([N]([H])[H])[c]([H])[n]1[H],-0.18489991039611814,0.03909998020601178,0.2240998836945102
[H][c]1[o][c]([H])[c]([N]([H])[H])[c]1[H],-0.19469990810157453,0.02899998350955188,0.2236998762781221
[H][c]1[n][c]([N]([H])[H])[c]([H])[o]1,-0.20569989300932817,0.010699994678466891,0.21639987673564914
[H][O][c]1[c]([H])[c]([H])[n]([H])[c]1[H],-0.1863998987798481,0.04999997640224352,0.2363998620395165
[H][O][c]1[n][c]([H])[n]([H])[c]1[H],-0.20059989044840595,0.03149998386296449,0.23209987431137044
[H][O][c]1[n][c]([H])[o][c]1[H],-0.2241998724060321,0.0009999995116166495,0.22519988218528555
[H][c]1[c]([H])[c]([H])[n]([C]([H])([H])[H])[c]1[H],-0.20059989044840595,0.04629997789438771,0.24689988586622716
[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[H],-0.22159988553152676,0.032399983026404185,0.25409986165031123
[H][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],-0.24749987070565904,0.002899998460476646,0.25029985252664166
[H][c]1[n][c]([H])[c]([H])[c]([H])[c]1[H],-0.2517998759572386,-0.022499990038138337,0.22929989249038785
[H][c]1[n][c]([H])[c]([H])[n][c]1[H],-0.2492998777942552,-0.05109997489301888,0.19819989852037792
[H][c]1[n][c]([H])[c]([H])[c]([H])[n]1,-0.25309986939449125,-0.04149997651489817,0.2115998928795931
[H][c]1[n][c]([H])[n][c]([H])[n]1,-0.2767998575870728,-0.05539997138288169,0.221399873061616
[H][C]#[C][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-0.2584998731368462,0.06289996587183196,0.32139981710438625
[H][C]([H])([H])[C]([C]#[N])([C]([H])([H])[H])[C]([H])([H])[H],-0.31559984099251026,0.04379997535054592,0.35939980320048104
[H][N]([H])[C]([C]#[N])([C]([H])([H])[H])[C]([H])([H])[H],-0.2674998735329599,0.034899981189387606,0.30239982405633886
[H][C]#[C][C]([O][H])([C]([H])([H])[H])[C]([H])([H])[H],-0.2588998455063673,0.04249997753243488,0.30139983180051894
[H][O][C]([C]#[N])([C]([H])([H])[H])[C]([H])([H])[H],-0.293099840002226,0.021599988684269454,0.31479982615973406
[H][C](=[O])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-0.24699985705431557,-0.01789999017641365,0.22909988002047704
[H][O][C]([C]([H])=[O])([C]([H])([H])[H])[C]([H])([H])[H],-0.2522998545617151,-0.02579998770089362,0.22649989314597171
[H][O][C]([H])([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-0.2637998531208122,0.0724999598690943,0.33629981737076486
[H][O][C]([H])([H])[C]([O][H])([C]([H])([H])[H])[C]([H])([H])[H],-0.2618998748441277,0.07269996357728833,0.33459983404055765
[H][C]([H])([H])[C]([H])([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-0.30309981513072615,0.07479995870474204,0.37799980635557384
[H][O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H],-0.2600998677555315,0.06579996707034509,0.32589983482587664
[H][C]([H])([H])[O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H],-0.2454998686705856,0.07899996648308297,0.32449981763023505
[H][C]([H])([H])[C]#[C][C](=[O])[C]([H])([H])[H],-0.25319985810601314,-0.04489997822217966,0.2081998911723116
[H][N]([H])[C](=[O])[C]#[C][C]([H])([H])[H],-0.25019986381511977,-0.015999992185866424,0.23419988258139926
[H][C]([H])([H])[C]#[C][C]([H])([C]([H])([H])[H])[C]([H])([H])[H],-0.24039988363309686,0.06329996452650329,0.3035998638289366
[H][O][C@@]([H])([C]#[C][C]([H])([H])[H])[C]([H])([H])[H],-0.2491998715592998,0.041599978368995184,0.29079985430915334
[H][C]#[C][C]([H])([H])[C](=[O])[C]([H])([H])[H],-0.2459998823219291,-0.018499990348849842,0.2274998854017917
[H][C]([H])([H])[C](=[O])[C]([H])([H])[C]#[N],-0.2739998407192232,-0.036999980697699685,0.23699988192581536
[H][C]#[C][C]([H])([H])[C](=[O])[N]([H])[H],-0.24979987392216516,0.024399985838256377,0.274199853189134
[H][N]([H])[C](=[O])[C]([H])([H])[C]#[N],-0.2740998644776121,0.005099997632456562,0.2791998495151008
